x,cf,cp
1.254691720E+00, 2.488480648E-03,  5.915300176E-02
1.257086396E+00, 2.491855994E-03,  5.841000006E-02
1.259468317E+00, 2.495133085E-03,  5.768600106E-02
1.261837721E+00, 2.498315414E-03,  5.697700009E-02
1.264194489E+00, 2.501406474E-03,  5.628599972E-02
1.266538620E+00, 2.504409524E-03,  5.560899898E-02
1.268870234E+00, 2.507328056E-03,  5.494700000E-02
1.271189094E+00, 2.510165097E-03,  5.430100113E-02
1.273495436E+00, 2.512923675E-03,  5.366899818E-02
1.275789261E+00, 2.515606582E-03,  5.304900184E-02
1.278070450E+00, 2.518216847E-03,  5.244399980E-02
1.280339241E+00, 2.520756563E-03,  5.185100064E-02
1.282595396E+00, 2.523228759E-03,  5.127000064E-02
1.284839034E+00, 2.525635529E-03,  5.070099980E-02
1.287070274E+00, 2.527978970E-03,  5.014299974E-02
1.289288998E+00, 2.530261176E-03,  4.959800094E-02
1.291495204E+00, 2.532484243E-03,  4.906399921E-02
1.293689013E+00, 2.534650499E-03,  4.853999987E-02
1.295870543E+00, 2.536761574E-03,  4.802700132E-02
1.298039556E+00, 2.538819099E-03,  4.752400145E-02
1.300196171E+00, 2.540825168E-03,  4.702899978E-02
1.302340508E+00, 2.542780945E-03,  4.654299840E-02
1.304472566E+00, 2.544688527E-03,  4.606899992E-02
1.306592226E+00, 2.546549309E-03,  4.560099915E-02
1.308699608E+00, 2.548365155E-03,  4.514500126E-02
1.310794830E+00, 2.550137229E-03,  4.469500110E-02
1.312877774E+00, 2.551866928E-03,  4.425400123E-02
1.314948559E+00, 2.553555882E-03,  4.382200167E-02
1.317007184E+00, 2.555205021E-03,  4.339899868E-02
1.319053650E+00, 2.556815976E-03,  4.297899827E-02
1.321087956E+00, 2.558389911E-03,  4.256999865E-02
1.323110223E+00, 2.559927758E-03,  4.216799885E-02
1.325120449E+00, 2.561430912E-03,  4.177200049E-02
1.327118635E+00, 2.562900074E-03,  4.138100147E-02
1.329104900E+00, 2.564336639E-03,  4.100000113E-02
1.331079125E+00, 2.565741539E-03,  4.062400013E-02
1.333041430E+00, 2.567115473E-03,  4.025499895E-02
1.334991932E+00, 2.568459604E-03,  3.989100084E-02
1.336930394E+00, 2.569774864E-03,  3.953399882E-02
1.338857174E+00, 2.571061952E-03,  3.918199986E-02
1.340772152E+00, 2.572322031E-03,  3.883599862E-02
1.342675328E+00, 2.573555801E-03,  3.849399835E-02
1.344566703E+00, 2.574763726E-03,  3.816000000E-02
1.346446514E+00, 2.575946972E-03,  3.782900050E-02
1.348314643E+00, 2.577106236E-03,  3.750399873E-02
1.350171089E+00, 2.578241983E-03,  3.718499839E-02
1.352015972E+00, 2.579355147E-03,  3.686900064E-02
1.353849292E+00, 2.580446424E-03,  3.655900061E-02
1.355671167E+00, 2.581516514E-03,  3.625499830E-02
1.357481599E+00, 2.582565881E-03,  3.595399857E-02
1.359280586E+00, 2.583595458E-03,  3.565600142E-02
1.361068130E+00, 2.584605478E-03,  3.536399826E-02
1.362844348E+00, 2.585596871E-03,  3.507800028E-02
1.364609241E+00, 2.586569870E-03,  3.479199857E-02
1.366362810E+00, 2.587525407E-03,  3.451500088E-02
1.368105292E+00, 2.588463947E-03,  3.423799947E-02
1.369836450E+00, 2.589385957E-03,  3.396699950E-02
1.371556520E+00, 2.590291901E-03,  3.369800001E-02
1.373265505E+00, 2.591182245E-03,  3.343300149E-02
1.374963284E+00, 2.592057455E-03,  3.317100182E-02
1.376650214E+00, 2.592917997E-03,  3.291499987E-02
1.378326058E+00, 2.593764337E-03,  3.266099840E-02
1.379991055E+00, 2.594597172E-03,  3.240799904E-02
1.381645083E+00, 2.595416736E-03,  3.216100112E-02
1.383288264E+00, 2.596223494E-03,  3.191599995E-02
1.384920597E+00, 2.597017912E-03,  3.167499974E-02
1.386542201E+00, 2.597800456E-03,  3.143600002E-02
1.388153076E+00, 2.598571358E-03,  3.120099939E-02
1.389753342E+00, 2.599331317E-03,  3.096799925E-02
1.391342878E+00, 2.600080334E-03,  3.073900007E-02
1.392921805E+00, 2.600818872E-03,  3.051199950E-02
1.394490242E+00, 2.601547400E-03,  3.028899990E-02
1.396048188E+00, 2.602266381E-03,  3.006500006E-02
1.397595763E+00, 2.602976048E-03,  2.984800003E-02
1.399132848E+00, 2.603676869E-03,  2.962999977E-02
1.400659561E+00, 2.604368841E-03,  2.941600047E-02
1.402175903E+00, 2.605052665E-03,  2.920399979E-02
1.403681993E+00, 2.605728572E-03,  2.899600007E-02
1.405177951E+00, 2.606396796E-03,  2.878700010E-02
1.406663656E+00, 2.607057802E-03,  2.858100086E-02
1.408139229E+00, 2.607711824E-03,  2.837900072E-02
1.409604788E+00, 2.608359093E-03,  2.817600034E-02
1.411060214E+00, 2.609000308E-03,  2.797899954E-02
1.412505746E+00, 2.609635470E-03,  2.778300084E-02
1.413941264E+00, 2.610264812E-03,  2.758600004E-02
1.415366888E+00, 2.610889031E-03,  2.739199996E-02
1.416782618E+00, 2.611507894E-03,  2.720100060E-02
1.418188691E+00, 2.612122102E-03,  2.701099962E-02
1.419584870E+00, 2.612731652E-03,  2.682299912E-02
1.420971394E+00, 2.613337245E-03,  2.663799934E-02
1.422348261E+00, 2.613938646E-03,  2.645299956E-02
1.423715472E+00, 2.614536555E-03,  2.626900002E-02
1.425073266E+00, 2.615131205E-03,  2.608699910E-02
1.426421404E+00, 2.615722828E-03,  2.590800077E-02
1.427760124E+00, 2.616311656E-03,  2.572900057E-02
1.429089427E+00, 2.616898157E-03,  2.555000037E-02
1.430409312E+00, 2.617482562E-03,  2.537499927E-02
1.431719899E+00, 2.618065337E-03,  2.519899979E-02
1.433021188E+00, 2.618646482E-03,  2.502599917E-02
1.434313297E+00, 2.619226696E-03,  2.485300042E-02
1.435596228E+00, 2.619805979E-03,  2.468300052E-02
1.436869979E+00, 2.620385028E-03,  2.451300062E-02
1.438134670E+00, 2.620963845E-03,  2.434300072E-02
1.439390421E+00, 2.621542895E-03,  2.417399921E-02
1.440637112E+00, 2.622122411E-03,  2.400700003E-02
1.441874743E+00, 2.622703090E-03,  2.384000085E-02
1.443103671E+00, 2.623284934E-03,  2.367600054E-02
1.444323659E+00, 2.623868641E-03,  2.350899950E-02
1.445534945E+00, 2.624454442E-03,  2.334499918E-02
1.446737409E+00, 2.625042805E-03,  2.318399958E-02
1.447931170E+00, 2.625633962E-03,  2.301999927E-02
1.449116349E+00, 2.626228612E-03,  2.285600081E-02
1.450292826E+00, 2.626827220E-03,  2.269499935E-02
1.451460838E+00, 2.627430251E-03,  2.253399976E-02
1.452620268E+00, 2.628038405E-03,  2.237300016E-02
1.453771353E+00, 2.628651680E-03,  2.221300080E-02
1.454913974E+00, 2.629271243E-03,  2.205500007E-02
1.456048250E+00, 2.629897557E-03,  2.189400047E-02
1.457174182E+00, 2.630530857E-03,  2.173300087E-02
1.458291888E+00, 2.631172538E-03,  2.157500014E-02
1.459401369E+00, 2.631822834E-03,  2.141400054E-02
1.460502625E+00, 2.632482676E-03,  2.125299908E-02
1.461595893E+00, 2.633152995E-03,  2.109500021E-02
1.462680936E+00, 2.633834956E-03,  2.093400061E-02
1.463758111E+00, 2.634529024E-03,  2.077299915E-02
1.464827180E+00, 2.635236830E-03,  2.061199956E-02
1.465888381E+00, 2.635959303E-03,  2.045099996E-02
1.466941714E+00, 2.636697842E-03,  2.029000036E-02
1.467987180E+00, 2.637454076E-03,  2.012600005E-02
1.469024777E+00, 2.638229169E-03,  1.996199973E-02
1.470054746E+00, 2.639025450E-03,  1.979899965E-02
1.471076965E+00, 2.639844781E-03,  1.963200048E-02
1.472091556E+00, 2.640689025E-03,  1.946499944E-02
1.473098636E+00, 2.641561208E-03,  1.929499954E-02
1.474098086E+00, 2.642463660E-03,  1.912499964E-02
1.475089908E+00, 2.643400105E-03,  1.895200089E-02
1.476074457E+00, 2.644373570E-03,  1.877900027E-02
1.477051497E+00, 2.645388478E-03,  1.860300079E-02
1.478021145E+00, 2.646449720E-03,  1.842200011E-02
1.478983521E+00, 2.647562651E-03,  1.823999919E-02
1.479938626E+00, 2.648733556E-03,  1.805200055E-02
1.480886459E+00, 2.649969887E-03,  1.786400005E-02
1.481827140E+00, 2.651280491E-03,  1.766799949E-02
1.482760668E+00, 2.652675845E-03,  1.747100055E-02
1.483687043E+00, 2.654168988E-03,  1.726499945E-02
1.484606385E+00, 2.655775053E-03,  1.705400087E-02
1.485518813E+00, 2.657513367E-03,  1.683299989E-02
1.486424208E+00, 2.659404185E-03,  1.660699956E-02
1.487322688E+00, 2.661470091E-03,  1.636799984E-02
1.488214374E+00, 2.663734136E-03,  1.611799933E-02
1.489099145E+00, 2.666230081E-03,  1.585300080E-02
1.489977121E+00, 2.669025678E-03,  1.557299960E-02
1.490848422E+00, 2.672269940E-03,  1.527499966E-02
1.491712928E+00, 2.676243661E-03,  1.496499963E-02
1.492570877E+00, 2.681344980E-03,  1.463100035E-02
1.493422151E+00, 2.687874716E-03,  1.426099986E-02
1.494266987E+00, 2.695419127E-03,  1.381700020E-02
1.495105147E+00, 2.701697405E-03,  1.323300041E-02
1.495936871E+00, 2.700890647E-03,  1.242200006E-02
1.496762276E+00, 2.681899117E-03,  1.136399992E-02
1.497581124E+00, 2.626742935E-03,  1.015700027E-02
1.498393774E+00, 2.513784682E-03,  9.209799580E-03
1.499199986E+00, 3.058874747E-03,  8.309699595E-03
1.500000000E+00, 3.682890674E-03,  9.609100409E-03
