x y sdr tke
 7.500000000E-01 5.438663065E-02 9.891319905E-07 8.936492668E-05
 7.500000000E-01 5.447600782E-02 9.722383538E-07 8.733142749E-05
 7.500000000E-01 5.456719548E-02 9.560798162E-07 8.528793842E-05
 7.500000000E-01 5.466024578E-02 9.406105619E-07 8.323117072E-05
 7.500000000E-01 5.475518852E-02 9.257885267E-07 8.115825040E-05
 7.500000000E-01 5.485206842E-02 9.115696571E-07 7.906594692E-05
 7.500000000E-01 5.495092273E-02 8.979101835E-07 7.695103704E-05
 7.500000000E-01 5.505178869E-02 8.847662798E-07 7.481018838E-05
 7.500000000E-01 5.515471101E-02 8.720929259E-07 7.263987936E-05
 7.500000000E-01 5.525971949E-02 8.598472050E-07 7.043685036E-05
 7.500000000E-01 5.536688119E-02 8.479821645E-07 6.819706323E-05
 7.500000000E-01 5.547621846E-02 8.364564792E-07 6.591743295E-05
 7.500000000E-01 5.558779091E-02 8.252257544E-07 6.359420513E-05
 7.500000000E-01 5.570162833E-02 8.142507681E-07 6.122453487E-05
 7.500000000E-01 5.581779033E-02 8.034914458E-07 5.880534081E-05
 7.500000000E-01 5.593632162E-02 7.929114076E-07 5.633430555E-05
 7.500000000E-01 5.605725944E-02 7.824770023E-07 5.380993753E-05
 7.500000000E-01 5.618066341E-02 7.721542943E-07 5.123111623E-05
 7.500000000E-01 5.630658567E-02 7.619098596E-07 4.859782712E-05
 7.500000000E-01 5.643506348E-02 7.517543850E-07 4.591534889E-05
 7.500000000E-01 5.656617135E-02 7.417440884E-07 4.319535947E-05
 7.500000000E-01 5.669994652E-02 7.318973303E-07 4.044976595E-05
 7.500000000E-01 5.683644116E-02 7.221619853E-07 3.768482566E-05
 7.500000000E-01 5.697572231E-02 7.124404533E-07 3.490287781E-05
 7.500000000E-01 5.711783469E-02 7.025793707E-07 3.210296563E-05
 7.500000000E-01 5.726285279E-02 6.923359592E-07 2.927955575E-05
 7.500000000E-01 5.741082132E-02 6.813631330E-07 2.642607251E-05
 7.500000000E-01 5.756179988E-02 6.692102943E-07 2.353886521E-05
 7.500000000E-01 5.771585554E-02 6.553294156E-07 2.062255589E-05
 7.500000000E-01 5.787305534E-02 6.390403655E-07 1.769311893E-05
 7.500000000E-01 5.803345144E-02 6.194285334E-07 1.477921978E-05
 7.500000000E-01 5.819711089E-02 5.951549156E-07 1.192358650E-05
 7.500000000E-01 5.836411566E-02 5.641407483E-07 9.186631360E-06
 7.500000000E-01 5.853451788E-02 5.230627380E-07 6.652020602E-06
 7.500000000E-01 5.870839208E-02 4.667272435E-07 4.428773536E-06
 7.500000000E-01 5.888581276E-02 3.884939588E-07 2.639941158E-06
 7.500000000E-01 5.906683952E-02 2.762157010E-07 1.377988497E-06
 7.500000000E-01 5.925156176E-02 1.478699829E-07 5.960934004E-07
 7.500000000E-01 5.944004655E-02 6.415513099E-08 1.850107338E-07
 7.500000000E-01 5.963236094E-02 3.696383999E-08 3.720681363E-08
 7.500000000E-01 5.982860923E-02 3.079889410E-08 5.915510304E-09
 7.500000000E-01 6.002884358E-02 2.908213936E-08 8.920009176E-10
 7.500000000E-01 6.023316085E-02 2.806827482E-08 1.720010523E-10
 7.500000000E-01 6.044164300E-02 2.717432679E-08 7.378797573E-11
 7.500000000E-01 6.065437198E-02 2.631594143E-08 6.053062912E-11
 7.500000000E-01 6.087143719E-02 2.548197386E-08 5.851841928E-11
 7.500000000E-01 6.109291315E-02 2.467118243E-08 5.795945668E-11
 7.500000000E-01 6.131891161E-02 2.388352272E-08 5.759559149E-11
 7.500000000E-01 6.154951453E-02 2.311914571E-08 5.727128494E-11
 7.500000000E-01 6.178481132E-02 2.237809227E-08 5.696762853E-11
 7.500000000E-01 6.202490628E-02 2.166028956E-08 5.668181202E-11
 7.500000000E-01 6.226988137E-02 2.096567719E-08 5.641288478E-11
 7.500000000E-01 6.251986325E-02 2.029401003E-08 5.616004536E-11
 7.500000000E-01 6.277492642E-02 1.964514063E-08 5.592256519E-11
 7.500000000E-01 6.303519011E-02 1.901875279E-08 5.569966363E-11
 7.500000000E-01 6.330075860E-02 1.841454633E-08 5.549055659E-11
 7.500000000E-01 6.357173622E-02 1.783219261E-08 5.529442876E-11
 7.500000000E-01 6.384823471E-02 1.727133636E-08 5.511041970E-11
 7.500000000E-01 6.413035840E-02 1.673160988E-08 5.493762736E-11
 7.500000000E-01 6.441824138E-02 1.621256551E-08 5.477507337E-11
 7.500000000E-01 6.471198052E-02 1.571382491E-08 5.462176891E-11
 7.500000000E-01 6.501170993E-02 1.523494042E-08 5.447666623E-11
 7.500000000E-01 6.531754136E-02 1.477549993E-08 5.433871408E-11
 7.500000000E-01 6.562960893E-02 1.433506824E-08 5.420684734E-11
