x y mut
 7.500000000E-01 5.029955506E-02 1.272231960E+01
 7.500000000E-01 5.030567944E-02 1.300448322E+01
 7.500000000E-01 5.031192303E-02 1.329030991E+01
 7.500000000E-01 5.031830072E-02 1.358040810E+01
 7.500000000E-01 5.032479763E-02 1.387402439E+01
 7.500000000E-01 5.033143610E-02 1.417201424E+01
 7.500000000E-01 5.033820868E-02 1.447387981E+01
 7.500000000E-01 5.034511536E-02 1.477955151E+01
 7.500000000E-01 5.035216361E-02 1.508928776E+01
 7.500000000E-01 5.035935342E-02 1.540293312E+01
 7.500000000E-01 5.036669225E-02 1.572066116E+01
 7.500000000E-01 5.037418008E-02 1.604239845E+01
 7.500000000E-01 5.038182437E-02 1.636839104E+01
 7.500000000E-01 5.038961768E-02 1.669809341E+01
 7.500000000E-01 5.039756745E-02 1.703175545E+01
 7.500000000E-01 5.040568113E-02 1.736962318E+01
 7.500000000E-01 5.041396618E-02 1.771177673E+01
 7.500000000E-01 5.042241514E-02 1.805776596E+01
 7.500000000E-01 5.043102801E-02 1.840753365E+01
 7.500000000E-01 5.043982714E-02 1.876184654E+01
 7.500000000E-01 5.044880509E-02 1.912026215E+01
 7.500000000E-01 5.045795441E-02 1.948234940E+01
 7.500000000E-01 5.046729743E-02 1.984886742E+01
 7.500000000E-01 5.047683418E-02 2.021967697E+01
 7.500000000E-01 5.048656464E-02 2.059465218E+01
 7.500000000E-01 5.049648881E-02 2.097366714E+01
 7.500000000E-01 5.050661415E-02 2.135682106E+01
 7.500000000E-01 5.051694810E-02 2.174427605E+01
 7.500000000E-01 5.052749068E-02 2.213591766E+01
 7.500000000E-01 5.053824186E-02 2.253170776E+01
 7.500000000E-01 5.054922402E-02 2.293222237E+01
 7.500000000E-01 5.056042224E-02 2.333674431E+01
 7.500000000E-01 5.057185143E-02 2.374585342E+01
 7.500000000E-01 5.058351159E-02 2.415931702E+01
 7.500000000E-01 5.059541017E-02 2.457725143E+01
 7.500000000E-01 5.060754716E-02 2.499956894E+01
 7.500000000E-01 5.061994493E-02 2.542690468E+01
 7.500000000E-01 5.063258111E-02 2.585841370E+01
 7.500000000E-01 5.064547062E-02 2.629448128E+01
 7.500000000E-01 5.065863580E-02 2.673573875E+01
 7.500000000E-01 5.067206174E-02 2.718163109E+01
 7.500000000E-01 5.068576336E-02 2.763248062E+01
 7.500000000E-01 5.069974065E-02 2.808812904E+01
 7.500000000E-01 5.071400851E-02 2.854909134E+01
 7.500000000E-01 5.072855949E-02 2.901498222E+01
 7.500000000E-01 5.074341595E-02 2.948637962E+01
 7.500000000E-01 5.075857043E-02 2.996310043E+01
 7.500000000E-01 5.077403039E-02 3.044520569E+01
 7.500000000E-01 5.078980327E-02 3.093282700E+01
 7.500000000E-01 5.080591142E-02 3.142672348E+01
 7.500000000E-01 5.082233250E-02 3.192607498E+01
 7.500000000E-01 5.083909631E-02 3.243165588E+01
 7.500000000E-01 5.085619539E-02 3.294329834E+01
 7.500000000E-01 5.087364465E-02 3.346145248E+01
 7.500000000E-01 5.089145154E-02 3.398624039E+01
 7.500000000E-01 5.090962350E-02 3.451786041E+01
 7.500000000E-01 5.092816055E-02 3.505630112E+01
 7.500000000E-01 5.094707012E-02 3.560177994E+01
 7.500000000E-01 5.096637458E-02 3.615500641E+01
 7.500000000E-01 5.098606646E-02 3.671573639E+01
 7.500000000E-01 5.100616813E-02 3.728464127E+01
 7.500000000E-01 5.102667212E-02 3.786151505E+01
 7.500000000E-01 5.104759336E-02 3.844678879E+01
 7.500000000E-01 5.106893927E-02 3.904079819E+01
 7.500000000E-01 5.109071732E-02 3.964373398E+01
 7.500000000E-01 5.111294985E-02 4.025632477E+01
 7.500000000E-01 5.113562942E-02 4.087847137E+01
 7.500000000E-01 5.115877092E-02 4.151056290E+01
 7.500000000E-01 5.118238181E-02 4.215293121E+01
 7.500000000E-01 5.120646954E-02 4.280588531E+01
 7.500000000E-01 5.123105645E-02 4.347008133E+01
 7.500000000E-01 5.125615001E-02 4.414583969E+01
 7.500000000E-01 5.128173530E-02 4.483288574E+01
 7.500000000E-01 5.130785704E-02 4.553254318E+01
 7.500000000E-01 5.133450776E-02 4.624465561E+01
 7.500000000E-01 5.136169493E-02 4.696951294E+01
 7.500000000E-01 5.138944089E-02 4.770784378E+01
 7.500000000E-01 5.141775310E-02 4.845989227E+01
 7.500000000E-01 5.144664645E-02 4.922619629E+01
 7.500000000E-01 5.147612095E-02 5.000678253E+01
 7.500000000E-01 5.150619894E-02 5.080227280E+01
 7.500000000E-01 5.153688788E-02 5.161297989E+01
 7.500000000E-01 5.156820267E-02 5.243923950E+01
 7.500000000E-01 5.160015821E-02 5.328142929E+01
 7.500000000E-01 5.163276196E-02 5.413975525E+01
 7.500000000E-01 5.166602880E-02 5.501453781E+01
 7.500000000E-01 5.169997364E-02 5.590601349E+01
 7.500000000E-01 5.173461139E-02 5.681439209E+01
 7.500000000E-01 5.176995695E-02 5.773987198E+01
 7.500000000E-01 5.180601776E-02 5.868242264E+01
 7.500000000E-01 5.184280872E-02 5.964209366E+01
 7.500000000E-01 5.188035965E-02 6.061925888E+01
 7.500000000E-01 5.191867054E-02 6.161339951E+01
 7.500000000E-01 5.195776373E-02 6.262449646E+01
 7.500000000E-01 5.199765414E-02 6.365235138E+01
 7.500000000E-01 5.203835666E-02 6.469657135E+01
 7.500000000E-01 5.207988620E-02 6.575662231E+01
 7.500000000E-01 5.212226510E-02 6.683212280E+01
 7.500000000E-01 5.216550082E-02 6.792214966E+01
 7.500000000E-01 5.220961571E-02 6.902603149E+01
 7.500000000E-01 5.225463957E-02 7.014304352E+01
 7.500000000E-01 5.230057240E-02 7.127161407E+01
 7.500000000E-01 5.234745145E-02 7.241097260E+01
 7.500000000E-01 5.239526927E-02 7.355901337E+01
 7.500000000E-01 5.244407058E-02 7.471474457E+01
 7.500000000E-01 5.249387026E-02 7.587623596E+01
 7.500000000E-01 5.254468322E-02 7.704134369E+01
 7.500000000E-01 5.259652436E-02 7.820780182E+01
 7.500000000E-01 5.264942348E-02 7.929637909E+01
 7.500000000E-01 5.270341039E-02 8.024739075E+01
 7.500000000E-01 5.275848508E-02 8.112783051E+01
 7.500000000E-01 5.281468481E-02 8.198555756E+01
 7.500000000E-01 5.287203193E-02 8.281793976E+01
 7.500000000E-01 5.293054879E-02 8.362226105E+01
 7.500000000E-01 5.299025029E-02 8.439559937E+01
 7.500000000E-01 5.305117369E-02 8.513519287E+01
 7.500000000E-01 5.311334133E-02 8.583802795E+01
 7.500000000E-01 5.317676812E-02 8.650092316E+01
 7.500000000E-01 5.324149132E-02 8.712081909E+01
 7.500000000E-01 5.330753326E-02 8.769444275E+01
 7.500000000E-01 5.337491632E-02 8.821851349E+01
 7.500000000E-01 5.344367027E-02 8.868977356E+01
 7.500000000E-01 5.351383239E-02 8.910492706E+01
 7.500000000E-01 5.358542502E-02 8.946057892E+01
 7.500000000E-01 5.365847051E-02 8.975337982E+01
 7.500000000E-01 5.373300612E-02 8.998003387E+01
 7.500000000E-01 5.380906165E-02 9.013726044E+01
 7.500000000E-01 5.388666689E-02 9.022180176E+01
 7.500000000E-01 5.396585166E-02 9.023046112E+01
 7.500000000E-01 5.404664576E-02 9.016011810E+01
 7.500000000E-01 5.412909389E-02 9.000769043E+01
 7.500000000E-01 5.421321094E-02 8.977024078E+01
 7.500000000E-01 5.429904908E-02 8.944480896E+01
 7.500000000E-01 5.438663065E-02 8.902861786E+01
 7.500000000E-01 5.447600782E-02 8.851883698E+01
 7.500000000E-01 5.456719548E-02 8.791291046E+01
 7.500000000E-01 5.466024578E-02 8.720810699E+01
 7.500000000E-01 5.475518852E-02 8.640190887E+01
 7.500000000E-01 5.485206842E-02 8.549172211E+01
 7.500000000E-01 5.495092273E-02 8.447499847E+01
 7.500000000E-01 5.505178869E-02 8.334916687E+01
 7.500000000E-01 5.515471101E-02 8.211149597E+01
 7.500000000E-01 5.525971949E-02 8.075937653E+01
 7.500000000E-01 5.536688119E-02 7.928958893E+01
 7.500000000E-01 5.547621846E-02 7.769931793E+01
 7.500000000E-01 5.558779091E-02 7.598503876E+01
 7.500000000E-01 5.570162833E-02 7.414361572E+01
 7.500000000E-01 5.581779033E-02 7.217139435E+01
 7.500000000E-01 5.593632162E-02 7.006496429E+01
 7.500000000E-01 5.605725944E-02 6.782135773E+01
 7.500000000E-01 5.618066341E-02 6.543769073E+01
 7.500000000E-01 5.630658567E-02 6.291204071E+01
 7.500000000E-01 5.643506348E-02 6.024554062E+01
 7.500000000E-01 5.656617135E-02 5.744455719E+01
 7.500000000E-01 5.669994652E-02 5.451981735E+01
 7.500000000E-01 5.683644116E-02 5.148041534E+01
 7.500000000E-01 5.697572231E-02 4.833287048E+01
 7.500000000E-01 5.711783469E-02 4.508123398E+01
 7.500000000E-01 5.726285279E-02 4.172565842E+01
 7.500000000E-01 5.741082132E-02 3.826557541E+01
 7.500000000E-01 5.756179988E-02 3.470233917E+01
 7.500000000E-01 5.771585554E-02 3.104370499E+01
 7.500000000E-01 5.787305534E-02 2.730727005E+01
 7.500000000E-01 5.803345144E-02 2.352335358E+01
 7.500000000E-01 5.819711089E-02 1.973856735E+01
 7.500000000E-01 5.836411566E-02 1.602290154E+01
 7.500000000E-01 5.853451788E-02 1.248135757E+01
 7.500000000E-01 5.870839208E-02 9.265332222E+00
 7.500000000E-01 5.888581276E-02 6.571984768E+00
 7.500000000E-01 5.906683952E-02 4.781715870E+00
 7.500000000E-01 5.925156176E-02 2.783867598E+00
 7.500000000E-01 5.944004655E-02 8.571612835E-01
 7.500000000E-01 5.963236094E-02 2.052027881E-01
 7.500000000E-01 5.982860923E-02 4.803668335E-02
 7.500000000E-01 6.002884358E-02 7.166094147E-03
 7.500000000E-01 6.023316085E-02 1.404902665E-03
 7.500000000E-01 6.044164300E-02 6.147505483E-04
 7.500000000E-01 6.065437198E-02 5.133767845E-04
 7.500000000E-01 6.087143719E-02 5.047371378E-04
 7.500000000E-01 6.109291315E-02 5.082794814E-04
 7.500000000E-01 6.131891161E-02 5.135110696E-04
 7.500000000E-01 6.154951453E-02 5.191353848E-04
 7.500000000E-01 6.178481132E-02 5.250230897E-04
 7.500000000E-01 6.202490628E-02 5.311827990E-04
 7.500000000E-01 6.226988137E-02 5.376412882E-04
 7.500000000E-01 6.251986325E-02 5.444289418E-04
 7.500000000E-01 6.277492642E-02 5.515770754E-04
 7.500000000E-01 6.303519011E-02 5.591198569E-04
 7.500000000E-01 6.330075860E-02 5.670932005E-04
 7.500000000E-01 6.357173622E-02 5.755344755E-04
 7.500000000E-01 6.384823471E-02 5.844850675E-04
 7.500000000E-01 6.413035840E-02 5.939887487E-04
 7.500000000E-01 6.441824138E-02 6.040913286E-04
 7.500000000E-01 6.471198052E-02 6.148418179E-04
 7.500000000E-01 6.501170993E-02 6.262953393E-04
 7.500000000E-01 6.531754136E-02 6.385106244E-04
 7.500000000E-01 6.562960893E-02 6.515528657E-04
 7.500000000E-01 6.594803184E-02 6.654939498E-04
 7.500000000E-01 6.627293676E-02 6.804144359E-04
 7.500000000E-01 6.660446525E-02 6.964053609E-04
 7.500000000E-01 6.694275141E-02 7.135697524E-04
 7.500000000E-01 6.728792191E-02 7.320244331E-04
 7.500000000E-01 6.764013320E-02 7.519033970E-04
 7.500000000E-01 6.799951196E-02 7.733583334E-04
 7.500000000E-01 6.836621463E-02 7.965634577E-04
 7.500000000E-01 6.874039024E-02 8.217161521E-04
 7.500000000E-01 6.912218779E-02 8.490389446E-04
 7.500000000E-01 6.951176375E-02 8.787818369E-04
 7.500000000E-01 6.990927458E-02 9.112241678E-04
 7.500000000E-01 7.031489164E-02 9.466765914E-04
 7.500000000E-01 7.072876394E-02 9.854803793E-04
 7.500000000E-01 7.115107030E-02 1.028012601E-03
 7.500000000E-01 7.158198208E-02 1.074685715E-03
 7.500000000E-01 7.202167064E-02 1.125949319E-03
 7.500000000E-01 7.247032225E-02 1.182293403E-03
 7.500000000E-01 7.292810827E-02 1.244248007E-03
 7.500000000E-01 7.339522243E-02 1.312389737E-03
 7.500000000E-01 7.387185097E-02 1.387341064E-03
 7.500000000E-01 7.435819507E-02 1.469779178E-03
 7.500000000E-01 7.485444099E-02 1.560436329E-03
 7.500000000E-01 7.536078990E-02 1.660111826E-03
 7.500000000E-01 7.587747276E-02 1.769684954E-03
 7.500000000E-01 7.640467584E-02 1.890109037E-03
 7.500000000E-01 7.694260776E-02 2.022434724E-03
 7.500000000E-01 7.749152184E-02 2.167830709E-03
 7.500000000E-01 7.805161178E-02 2.327569528E-03
 7.500000000E-01 7.862310112E-02 2.503062133E-03
 7.500000000E-01 7.920624316E-02 2.695878502E-03
 7.500000000E-01 7.980124652E-02 2.907736925E-03
 7.500000000E-01 8.040839434E-02 3.140560118E-03
 7.500000000E-01 8.102791011E-02 3.396456363E-03
 7.500000000E-01 8.166003227E-02 3.677762346E-03
 7.500000000E-01 8.230504394E-02 3.987090196E-03
 7.500000000E-01 8.296319842E-02 4.327330273E-03
 7.500000000E-01 8.363474905E-02 4.701701924E-03
 7.500000000E-01 8.431999385E-02 5.113852210E-03
 7.500000000E-01 8.501918614E-02 5.567903165E-03
 7.500000000E-01 8.573263884E-02 6.068722811E-03
 7.500000000E-01 8.646062016E-02 6.522203796E-03
 7.500000000E-01 8.720342815E-02 6.712917704E-03
 7.500000000E-01 8.796137571E-02 6.712854840E-03
 7.500000000E-01 8.873476088E-02 6.712704897E-03
 7.500000000E-01 8.952389657E-02 6.712544709E-03
 7.500000000E-01 9.032912552E-02 6.712375209E-03
 7.500000000E-01 9.115074575E-02 6.712195929E-03
 7.500000000E-01 9.198911488E-02 6.712005939E-03
 7.500000000E-01 9.284456074E-02 6.711805239E-03
 7.500000000E-01 9.371742606E-02 6.711592898E-03
 7.500000000E-01 9.460808337E-02 6.711368449E-03
 7.500000000E-01 9.551687539E-02 6.711130496E-03
 7.500000000E-01 9.644420445E-02 6.710879039E-03
 7.500000000E-01 9.739039838E-02 6.710613146E-03
 7.500000000E-01 9.835587442E-02 6.710332353E-03
 7.500000000E-01 9.934104979E-02 6.710035726E-03
 7.500000000E-01 1.003462970E-01 6.709722336E-03
 7.500000000E-01 1.013720036E-01 6.709391717E-03
 7.500000000E-01 1.024186015E-01 6.709042937E-03
 7.500000000E-01 1.034865007E-01 6.708675064E-03
 7.500000000E-01 1.045762002E-01 6.708287168E-03
 7.500000000E-01 1.056881025E-01 6.707878318E-03
 7.500000000E-01 1.068226025E-01 6.707448047E-03
 7.500000000E-01 1.079801992E-01 6.706994958E-03
 7.500000000E-01 1.091615036E-01 6.706518121E-03
 7.500000000E-01 1.103667021E-01 6.706016604E-03
 7.500000000E-01 1.115965992E-01 6.705489010E-03
 7.500000000E-01 1.128515005E-01 6.704934873E-03
 7.500000000E-01 1.141320020E-01 6.704352330E-03
 7.500000000E-01 1.154384986E-01 6.703740917E-03
 7.500000000E-01 1.167716980E-01 6.703099236E-03
 7.500000000E-01 1.181320995E-01 6.702425424E-03
 7.500000000E-01 1.195200980E-01 6.701719016E-03
 7.500000000E-01 1.209364012E-01 6.700978149E-03
 7.500000000E-01 1.223815978E-01 6.700201426E-03
 7.500000000E-01 1.238562986E-01 6.699387915E-03
 7.500000000E-01 1.253609061E-01 6.698535290E-03
 7.500000000E-01 1.268962026E-01 6.697642151E-03
 7.500000000E-01 1.284628958E-01 6.696707569E-03
 7.500000000E-01 1.300614029E-01 6.695728749E-03
 7.500000000E-01 1.316924989E-01 6.694705226E-03
 7.500000000E-01 1.333567947E-01 6.693634205E-03
 7.500000000E-01 1.350550056E-01 6.692513824E-03
 7.500000000E-01 1.367878020E-01 6.691342685E-03
 7.500000000E-01 1.385560036E-01 6.690118462E-03
 7.500000000E-01 1.403601021E-01 6.688839290E-03
 7.500000000E-01 1.422010064E-01 6.687502377E-03
 7.500000000E-01 1.440794021E-01 6.686106324E-03
 7.500000000E-01 1.459960938E-01 6.684648339E-03
 7.500000000E-01 1.479517967E-01 6.683126092E-03
 7.500000000E-01 1.499474049E-01 6.681536324E-03
 7.500000000E-01 1.519836038E-01 6.679877173E-03
 7.500000000E-01 1.540613025E-01 6.678145379E-03
 7.500000000E-01 1.561813951E-01 6.676338147E-03
 7.500000000E-01 1.583445966E-01 6.674452219E-03
 7.500000000E-01 1.605519056E-01 6.672484800E-03
 7.500000000E-01 1.628042012E-01 6.670432631E-03
 7.500000000E-01 1.651023030E-01 6.668291986E-03
 7.500000000E-01 1.674472988E-01 6.666059140E-03
 7.500000000E-01 1.698400974E-01 6.663730834E-03
 7.500000000E-01 1.722815931E-01 6.661302876E-03
 7.500000000E-01 1.747727990E-01 6.658772007E-03
 7.500000000E-01 1.773148030E-01 6.656132173E-03
 7.500000000E-01 1.799086034E-01 6.653380115E-03
 7.500000000E-01 1.825551987E-01 6.650510244E-03
 7.500000000E-01 1.852557957E-01 6.647517439E-03
 7.500000000E-01 1.880113035E-01 6.644396111E-03
 7.500000000E-01 1.908230036E-01 6.641140673E-03
 7.500000000E-01 1.936919987E-01 6.637745071E-03
 7.500000000E-01 1.966194063E-01 6.634202320E-03
 7.500000000E-01 1.996064931E-01 6.630505901E-03
 7.500000000E-01 2.026544064E-01 6.626648363E-03
 7.500000000E-01 2.057645023E-01 6.622622721E-03
 7.500000000E-01 2.089377940E-01 6.618420128E-03
 7.500000000E-01 2.121759057E-01 6.614032201E-03
 7.500000000E-01 2.154798955E-01 6.609450094E-03
 7.500000000E-01 2.188511938E-01 6.604663562E-03
 7.500000000E-01 2.222912014E-01 6.599661428E-03
 7.500000000E-01 2.258013040E-01 6.594432052E-03
 7.500000000E-01 2.293829024E-01 6.588963792E-03
 7.500000000E-01 2.330373973E-01 6.583242211E-03
 7.500000000E-01 2.367665023E-01 6.577251479E-03
 7.500000000E-01 2.405714989E-01 6.570975296E-03
 7.500000000E-01 2.444539964E-01 6.564394571E-03
 7.500000000E-01 2.484154999E-01 6.557488814E-03
 7.500000000E-01 2.524578869E-01 6.550233345E-03
 7.500000000E-01 2.565825880E-01 6.542602088E-03
 7.500000000E-01 2.607912123E-01 6.534563843E-03
 7.500000000E-01 2.650856972E-01 6.526080891E-03
 7.500000000E-01 2.694677114E-01 6.517111324E-03
 7.500000000E-01 2.739388049E-01 6.507602986E-03
 7.500000000E-01 2.785012126E-01 6.497488357E-03
 7.500000000E-01 2.831563950E-01 6.486683153E-03
 7.500000000E-01 2.879064977E-01 6.475066300E-03
 7.500000000E-01 2.927533090E-01 6.462449674E-03
 7.500000000E-01 2.976990044E-01 6.448483560E-03
 7.500000000E-01 3.027453125E-01 6.431979127E-03
 7.500000000E-01 3.078944981E-01 6.412203889E-03
 7.500000000E-01 3.131485879E-01 6.391411182E-03
 7.500000000E-01 3.185096979E-01 6.371660624E-03
 7.500000000E-01 3.239800036E-01 6.352964323E-03
 7.500000000E-01 3.295617998E-01 6.335279904E-03
 7.500000000E-01 3.352574110E-01 6.318564992E-03
