x y mut
 7.500000000E-01 3.410688937E-01 6.302780006E-03
 7.500000000E-01 3.469988108E-01 6.287883967E-03
 7.500000000E-01 3.530496061E-01 6.273838226E-03
 7.500000000E-01 3.592236042E-01 6.260604598E-03
 7.500000000E-01 3.655233979E-01 6.248145830E-03
 7.500000000E-01 3.719514906E-01 6.236426067E-03
 7.500000000E-01 3.785107136E-01 6.225409452E-03
 7.500000000E-01 3.852033913E-01 6.215062924E-03
 7.500000000E-01 3.920325041E-01 6.205352489E-03
 7.500000000E-01 3.990007043E-01 6.196247414E-03
 7.500000000E-01 4.061109126E-01 6.187716033E-03
 7.500000000E-01 4.133659005E-01 6.179729477E-03
 7.500000000E-01 4.207687974E-01 6.172258407E-03
 7.500000000E-01 4.283224046E-01 6.165275816E-03
 7.500000000E-01 4.360300004E-01 6.158754695E-03
 7.500000000E-01 4.438945949E-01 6.152670830E-03
 7.500000000E-01 4.519194067E-01 6.146999542E-03
 7.500000000E-01 4.601075947E-01 6.141717546E-03
 7.500000000E-01 4.684627950E-01 6.136802491E-03
 7.500000000E-01 4.769881070E-01 6.132233422E-03
 7.500000000E-01 4.856871068E-01 6.127990782E-03
 7.500000000E-01 4.945634007E-01 6.124055013E-03
 7.500000000E-01 5.036203861E-01 6.120407488E-03
 7.500000000E-01 5.128620267E-01 6.117031910E-03
 7.500000000E-01 5.222918987E-01 6.113911513E-03
 7.500000000E-01 5.319138765E-01 6.111031398E-03
 7.500000000E-01 5.417320132E-01 6.108375732E-03
 7.500000000E-01 5.517498851E-01 6.105931476E-03
 7.500000000E-01 5.619720817E-01 6.103686057E-03
 7.500000000E-01 5.724024773E-01 6.101626903E-03
 7.500000000E-01 5.830454230E-01 6.099742372E-03
 7.500000000E-01 5.939052105E-01 6.098022219E-03
 7.500000000E-01 6.049860716E-01 6.096455734E-03
 7.500000000E-01 6.162927747E-01 6.095034536E-03
 7.500000000E-01 6.278299093E-01 6.093748845E-03
 7.500000000E-01 6.396020055E-01 6.092591677E-03
 7.500000000E-01 6.516140103E-01 6.091555115E-03
 7.500000000E-01 6.638705730E-01 6.090632174E-03
 7.500000000E-01 6.763769984E-01 6.089816801E-03
 7.500000000E-01 6.891381741E-01 6.089103408E-03
 7.500000000E-01 7.021592855E-01 6.088486873E-03
 7.500000000E-01 7.154458165E-01 6.087962538E-03
 7.500000000E-01 7.290027738E-01 6.087526213E-03
 7.500000000E-01 7.428361773E-01 6.087174639E-03
 7.500000000E-01 7.569512725E-01 6.086904556E-03
 7.500000000E-01 7.713540196E-01 6.086713634E-03
 7.500000000E-01 7.860500813E-01 6.086600013E-03
 7.500000000E-01 8.010457158E-01 6.086561829E-03
 7.500000000E-01 8.163467050E-01 6.086598616E-03
 7.500000000E-01 8.319594264E-01 6.086709443E-03
 7.500000000E-01 8.478903174E-01 6.086895242E-03
 7.500000000E-01 8.641456962E-01 6.087155547E-03
 7.500000000E-01 8.807321787E-01 6.087492220E-03
 7.500000000E-01 8.976566792E-01 6.087906193E-03
 7.500000000E-01 9.149261117E-01 6.088400260E-03
 7.500000000E-01 9.325472116E-01 6.088976283E-03
 7.500000000E-01 9.505273104E-01 6.089637056E-03
 7.500000000E-01 9.688736796E-01 6.090385374E-03
 7.500000000E-01 9.875938296E-01 6.091224961E-03
 7.500000000E-01 1.006695986E+00 6.092157215E-03
 7.500000000E-01 1.026185989E+00 6.093185861E-03
 7.500000000E-01 1.046074033E+00 6.094312295E-03
 7.500000000E-01 1.066367030E+00 6.095537450E-03
 7.500000000E-01 1.087074041E+00 6.096859928E-03
 7.500000000E-01 1.108201981E+00 6.098276936E-03
 7.500000000E-01 1.129760981E+00 6.099782884E-03
 7.500000000E-01 1.151757956E+00 6.101367995E-03
 7.500000000E-01 1.174204946E+00 6.103019230E-03
 7.500000000E-01 1.197108030E+00 6.104718894E-03
 7.500000000E-01 1.220478058E+00 6.106444634E-03
 7.500000000E-01 1.244323969E+00 6.108168047E-03
 7.500000000E-01 1.268656015E+00 6.109858397E-03
 7.500000000E-01 1.293483973E+00 6.111480296E-03
 7.500000000E-01 1.318817019E+00 6.112999283E-03
 7.500000000E-01 1.344666958E+00 6.114380434E-03
 7.500000000E-01 1.371042967E+00 6.115595810E-03
 7.500000000E-01 1.397956014E+00 6.116624456E-03
 7.500000000E-01 1.425418019E+00 6.117457058E-03
 7.500000000E-01 1.453439951E+00 6.118096877E-03
 7.500000000E-01 1.482031941E+00 6.118558813E-03
 7.500000000E-01 1.511206985E+00 6.118869409E-03
 7.500000000E-01 1.540976048E+00 6.119059864E-03
 7.500000000E-01 1.571352005E+00 6.119163707E-03
 7.500000000E-01 1.602345943E+00 6.119211204E-03
 7.500000000E-01 1.633972049E+00 6.119226106E-03
 7.500000000E-01 1.666242003E+00 6.119224709E-03
 7.500000000E-01 1.699169993E+00 6.119216327E-03
 7.500000000E-01 1.732768059E+00 6.119206548E-03
 7.500000000E-01 1.767050982E+00 6.119196769E-03
 7.500000000E-01 1.802032948E+00 6.119187921E-03
 7.500000000E-01 1.837726951E+00 6.119180005E-03
 7.500000000E-01 1.874148011E+00 6.119173020E-03
 7.500000000E-01 1.911311030E+00 6.119166501E-03
 7.500000000E-01 1.949231982E+00 6.119160913E-03
 7.500000000E-01 1.987925053E+00 6.119156256E-03
 7.500000000E-01 2.027405977E+00 6.119152065E-03
 7.500000000E-01 2.067692041E+00 6.119148340E-03
 7.500000000E-01 2.108798027E+00 6.119145080E-03
 7.500000000E-01 2.150742054E+00 6.119142286E-03
 7.500000000E-01 2.193540096E+00 6.119139958E-03
 7.500000000E-01 2.237210989E+00 6.119138096E-03
 7.500000000E-01 2.281770945E+00 6.119136699E-03
 7.500000000E-01 2.327239037E+00 6.119135302E-03
 7.500000000E-01 2.373632908E+00 6.119134370E-03
 7.500000000E-01 2.420972109E+00 6.119133905E-03
 7.500000000E-01 2.469275951E+00 6.119133439E-03
 7.500000000E-01 2.518563986E+00 6.119133439E-03
 7.500000000E-01 2.568856001E+00 6.119133905E-03
 7.500000000E-01 2.620172024E+00 6.119134370E-03
 7.500000000E-01 2.672533989E+00 6.119134836E-03
 7.500000000E-01 2.725963116E+00 6.119135767E-03
 7.500000000E-01 2.780479908E+00 6.119137164E-03
 7.500000000E-01 2.836107969E+00 6.119138561E-03
 7.500000000E-01 2.892869949E+00 6.119140424E-03
 7.500000000E-01 2.950787067E+00 6.119142752E-03
 7.500000000E-01 3.009885073E+00 6.119145080E-03
 7.500000000E-01 3.070187092E+00 6.119147409E-03
 7.500000000E-01 3.131716967E+00 6.119150668E-03
 7.500000000E-01 3.194500923E+00 6.119153928E-03
 7.500000000E-01 3.258563995E+00 6.119157188E-03
 7.500000000E-01 3.323930979E+00 6.119161379E-03
 7.500000000E-01 3.390630960E+00 6.119165570E-03
 7.500000000E-01 3.458689928E+00 6.119169760E-03
 7.500000000E-01 3.528135061E+00 6.119174883E-03
 7.500000000E-01 3.598994970E+00 6.119180005E-03
 7.500000000E-01 3.671298981E+00 6.119185593E-03
 7.500000000E-01 3.745074987E+00 6.119191647E-03
 7.500000000E-01 3.820354939E+00 6.119198166E-03
 7.500000000E-01 3.897167921E+00 6.119205151E-03
 7.500000000E-01 3.975547075E+00 6.119212136E-03
 7.500000000E-01 4.055521011E+00 6.119220052E-03
 7.500000000E-01 4.137125969E+00 6.119227968E-03
 7.500000000E-01 4.220393181E+00 6.119236816E-03
 7.500000000E-01 4.305356026E+00 6.119245663E-03
 7.500000000E-01 4.392049789E+00 6.119255442E-03
 7.500000000E-01 4.480511189E+00 6.119265221E-03
 7.500000000E-01 4.570774078E+00 6.119275931E-03
 7.500000000E-01 4.662875175E+00 6.119286641E-03
 7.500000000E-01 4.756853104E+00 6.119298283E-03
 7.500000000E-01 4.852746010E+00 6.119309925E-03
 7.500000000E-01 4.950592041E+00 6.119321566E-03
