x,cf,cp
0.11485619500000E+01,  0.21740887300000E-02,  0.11458E+00
0.11514577900000E+01,  0.21903615000000E-02,  0.11240E+00
0.11543414600000E+01,  0.22060603400000E-02,  0.11023E+00
0.11572129700000E+01,  0.22211212200000E-02,  0.10810E+00
0.11600723300000E+01,  0.22355676600000E-02,  0.10600E+00
0.11629194000000E+01,  0.22494252800000E-02,  0.10394E+00
0.11657542000000E+01,  0.22626966200000E-02,  0.10192E+00
0.11685767200000E+01,  0.22753933400000E-02,  0.99940E-01
0.11713869600000E+01,  0.22875010000000E-02,  0.98006E-01
0.11741848000000E+01,  0.22990251900000E-02,  0.96122E-01
0.11769702400000E+01,  0.23099915100000E-02,  0.94292E-01
0.11797432900000E+01,  0.23204181300000E-02,  0.92510E-01
0.11825039400000E+01,  0.23303215900000E-02,  0.90785E-01
0.11852520700000E+01,  0.23397214200000E-02,  0.89113E-01
0.11879876900000E+01,  0.23486395400000E-02,  0.87492E-01
0.11907109000000E+01,  0.23571013000000E-02,  0.85927E-01
0.11934216000000E+01,  0.23651365200000E-02,  0.84413E-01
0.11961196700000E+01,  0.23727801200000E-02,  0.82953E-01
0.11988052100000E+01,  0.23800728400000E-02,  0.81543E-01
0.12014782400000E+01,  0.23870589200000E-02,  0.80178E-01
0.12041387600000E+01,  0.23937770200000E-02,  0.78861E-01
0.12067865100000E+01,  0.24002487800000E-02,  0.77585E-01
0.12094217500000E+01,  0.24064858400000E-02,  0.76348E-01
0.12120443600000E+01,  0.24124991600000E-02,  0.75150E-01
0.12146543300000E+01,  0.24182989700000E-02,  0.73988E-01
0.12172516600000E+01,  0.24238948200000E-02,  0.72859E-01
0.12198363500000E+01,  0.24292958000000E-02,  0.71762E-01
0.12224084100000E+01,  0.24345114400000E-02,  0.70698E-01
0.12249677200000E+01,  0.24395496600000E-02,  0.69661E-01
0.12275145100000E+01,  0.24444190800000E-02,  0.68653E-01
0.12300485400000E+01,  0.24491273800000E-02,  0.67673E-01
0.12325698100000E+01,  0.24536820100000E-02,  0.66719E-01
0.12350785700000E+01,  0.24580897300000E-02,  0.65789E-01
0.12375744600000E+01,  0.24623568200000E-02,  0.64886E-01
0.12400578300000E+01,  0.24664893300000E-02,  0.64004E-01
0.12425284400000E+01,  0.24704933200000E-02,  0.63143E-01
0.12449864100000E+01,  0.24743734400000E-02,  0.62306E-01
0.12474317600000E+01,  0.24781350500000E-02,  0.61489E-01
0.12498644600000E+01,  0.24817825800000E-02,  0.60690E-01
0.12522844100000E+01,  0.24853204400000E-02,  0.59912E-01
0.12546917200000E+01,  0.24887530600000E-02,  0.59153E-01
0.12570864000000E+01,  0.24920839400000E-02,  0.58410E-01
0.12594683200000E+01,  0.24953177200000E-02,  0.57686E-01
0.12618377200000E+01,  0.24984583700000E-02,  0.56977E-01
0.12641944900000E+01,  0.25015089200000E-02,  0.56286E-01
0.12665386200000E+01,  0.25044733200000E-02,  0.55609E-01
0.12688702300000E+01,  0.25073543700000E-02,  0.54947E-01
0.12711890900000E+01,  0.25101550900000E-02,  0.54301E-01
0.12734954400000E+01,  0.25128782700000E-02,  0.53669E-01
0.12757892600000E+01,  0.25155264900000E-02,  0.53049E-01
0.12780704500000E+01,  0.25181025300000E-02,  0.52444E-01
0.12803392400000E+01,  0.25206089500000E-02,  0.51851E-01
0.12825954000000E+01,  0.25230483200000E-02,  0.51270E-01
0.12848390300000E+01,  0.25254224900000E-02,  0.50701E-01
0.12870702700000E+01,  0.25277342600000E-02,  0.50143E-01
0.12892890000000E+01,  0.25299852700000E-02,  0.49598E-01
0.12914952000000E+01,  0.25321778400000E-02,  0.49064E-01
0.12936890100000E+01,  0.25343142900000E-02,  0.48540E-01
0.12958705400000E+01,  0.25363962600000E-02,  0.48027E-01
0.12980395600000E+01,  0.25384258500000E-02,  0.47524E-01
0.13001961700000E+01,  0.25404046800000E-02,  0.47029E-01
0.13023405100000E+01,  0.25423343800000E-02,  0.46543E-01
0.13044725700000E+01,  0.25442168100000E-02,  0.46069E-01
0.13065922300000E+01,  0.25460531500000E-02,  0.45601E-01
0.13086996100000E+01,  0.25478450100000E-02,  0.45145E-01
0.13107948300000E+01,  0.25495938000000E-02,  0.44695E-01
0.13128777700000E+01,  0.25513011500000E-02,  0.44254E-01
0.13149485600000E+01,  0.25529682200000E-02,  0.43822E-01
0.13170071800000E+01,  0.25545961700000E-02,  0.43399E-01
0.13190536500000E+01,  0.25561861700000E-02,  0.42979E-01
0.13210879600000E+01,  0.25577393800000E-02,  0.42570E-01
0.13231102200000E+01,  0.25592569700000E-02,  0.42168E-01
0.13251204500000E+01,  0.25607401000000E-02,  0.41772E-01
0.13271186400000E+01,  0.25621894700000E-02,  0.41381E-01
0.13291049000000E+01,  0.25636064800000E-02,  0.41000E-01
0.13310791300000E+01,  0.25649922900000E-02,  0.40624E-01
0.13330414300000E+01,  0.25663473600000E-02,  0.40255E-01
0.13349919300000E+01,  0.25676733300000E-02,  0.39891E-01
0.13369303900000E+01,  0.25689706700000E-02,  0.39534E-01
0.13388571700000E+01,  0.25702405300000E-02,  0.39182E-01
0.13407721500000E+01,  0.25714836100000E-02,  0.38836E-01
0.13426753300000E+01,  0.25727008500000E-02,  0.38494E-01
0.13445667000000E+01,  0.25738929400000E-02,  0.38160E-01
0.13464465100000E+01,  0.25750608200000E-02,  0.37829E-01
0.13483146400000E+01,  0.25762047200000E-02,  0.37504E-01
0.13501710900000E+01,  0.25773257900000E-02,  0.37185E-01
0.13520159700000E+01,  0.25784247600000E-02,  0.36869E-01
0.13538492900000E+01,  0.25795020600000E-02,  0.36559E-01
0.13556711700000E+01,  0.25805584200000E-02,  0.36255E-01
0.13574816000000E+01,  0.25815945100000E-02,  0.35954E-01
0.13592805900000E+01,  0.25826110500000E-02,  0.35656E-01
0.13610681300000E+01,  0.25836087300000E-02,  0.35364E-01
0.13628443500000E+01,  0.25845877800000E-02,  0.35078E-01
0.13646092400000E+01,  0.25855489100000E-02,  0.34792E-01
0.13663628100000E+01,  0.25864928000000E-02,  0.34515E-01
0.13681052900000E+01,  0.25874197000000E-02,  0.34238E-01
0.13698364500000E+01,  0.25883305400000E-02,  0.33967E-01
0.13715565200000E+01,  0.25892253000000E-02,  0.33698E-01
0.13732655000000E+01,  0.25901049400000E-02,  0.33433E-01
0.13749632800000E+01,  0.25909699000000E-02,  0.33171E-01
0.13766502100000E+01,  0.25918204300000E-02,  0.32915E-01
0.13783260600000E+01,  0.25926569900000E-02,  0.32661E-01
0.13799910500000E+01,  0.25934802800000E-02,  0.32408E-01
0.13816450800000E+01,  0.25942903000000E-02,  0.32161E-01
0.13832882600000E+01,  0.25950877500000E-02,  0.31916E-01
0.13849206000000E+01,  0.25958728500000E-02,  0.31675E-01
0.13865422000000E+01,  0.25966460800000E-02,  0.31436E-01
0.13881530800000E+01,  0.25974079000000E-02,  0.31201E-01
0.13897533400000E+01,  0.25981587800000E-02,  0.30968E-01
0.13913428800000E+01,  0.25988989500000E-02,  0.30739E-01
0.13929218100000E+01,  0.25996291100000E-02,  0.30512E-01
0.13944902400000E+01,  0.26003492500000E-02,  0.30289E-01
0.13960481900000E+01,  0.26010600800000E-02,  0.30065E-01
0.13975957600000E+01,  0.26017618400000E-02,  0.29848E-01
0.13991328500000E+01,  0.26024549700000E-02,  0.29630E-01
0.14006595600000E+01,  0.26031395000000E-02,  0.29416E-01
0.14021759000000E+01,  0.26038158700000E-02,  0.29204E-01
0.14036819900000E+01,  0.26044845600000E-02,  0.28996E-01
0.14051779500000E+01,  0.26051458000000E-02,  0.28787E-01
0.14066636600000E+01,  0.26058000500000E-02,  0.28581E-01
0.14081392300000E+01,  0.26064473200000E-02,  0.28379E-01
0.14096047900000E+01,  0.26070883000000E-02,  0.28176E-01
0.14110602100000E+01,  0.26077230000000E-02,  0.27979E-01
0.14125057500000E+01,  0.26083518800000E-02,  0.27783E-01
0.14139412600000E+01,  0.26089751600000E-02,  0.27586E-01
0.14153668900000E+01,  0.26095933300000E-02,  0.27392E-01
0.14167826200000E+01,  0.26102063700000E-02,  0.27201E-01
0.14181886900000E+01,  0.26108149900000E-02,  0.27011E-01
0.14195848700000E+01,  0.26114191900000E-02,  0.26823E-01
0.14209713900000E+01,  0.26120194200000E-02,  0.26638E-01
0.14223482600000E+01,  0.26126159400000E-02,  0.26453E-01
0.14237154700000E+01,  0.26132091900000E-02,  0.26269E-01
0.14250732700000E+01,  0.26137989500000E-02,  0.26087E-01
0.14264214000000E+01,  0.26143861500000E-02,  0.25908E-01
0.14277601200000E+01,  0.26149707800000E-02,  0.25729E-01
0.14290894300000E+01,  0.26155530900000E-02,  0.25550E-01
0.14304093100000E+01,  0.26161335400000E-02,  0.25375E-01
0.14317199000000E+01,  0.26167123600000E-02,  0.25199E-01
0.14330211900000E+01,  0.26172897800000E-02,  0.25026E-01
0.14343133000000E+01,  0.26178665000000E-02,  0.24853E-01
0.14355962300000E+01,  0.26184425200000E-02,  0.24683E-01
0.14368699800000E+01,  0.26190180800000E-02,  0.24513E-01
0.14381346700000E+01,  0.26195938700000E-02,  0.24343E-01
0.14393904200000E+01,  0.26201701300000E-02,  0.24174E-01
0.14406371100000E+01,  0.26207470800000E-02,  0.24007E-01
0.14418747400000E+01,  0.26213252000000E-02,  0.23840E-01
0.14431036700000E+01,  0.26219047100000E-02,  0.23676E-01
0.14443236600000E+01,  0.26224863200000E-02,  0.23509E-01
0.14455349400000E+01,  0.26230700300000E-02,  0.23345E-01
0.14467374100000E+01,  0.26236565300000E-02,  0.23184E-01
0.14479311700000E+01,  0.26242462900000E-02,  0.23020E-01
0.14491163500000E+01,  0.26248397800000E-02,  0.22856E-01
0.14502928300000E+01,  0.26254372200000E-02,  0.22695E-01
0.14514608400000E+01,  0.26260393200000E-02,  0.22534E-01
0.14526202700000E+01,  0.26266465400000E-02,  0.22373E-01
0.14537713500000E+01,  0.26272595900000E-02,  0.22213E-01
0.14549139700000E+01,  0.26278789200000E-02,  0.22055E-01
0.14560482500000E+01,  0.26285052300000E-02,  0.21894E-01
0.14571741800000E+01,  0.26291392300000E-02,  0.21733E-01
0.14582918900000E+01,  0.26297816100000E-02,  0.21575E-01
0.14594013700000E+01,  0.26304330700000E-02,  0.21414E-01
0.14605026200000E+01,  0.26310945400000E-02,  0.21253E-01
0.14615958900000E+01,  0.26317667200000E-02,  0.21095E-01
0.14626809400000E+01,  0.26324510100000E-02,  0.20934E-01
0.14637581100000E+01,  0.26331481100000E-02,  0.20773E-01
0.14648271800000E+01,  0.26338591700000E-02,  0.20612E-01
0.14658883800000E+01,  0.26345856000000E-02,  0.20451E-01
0.14669417100000E+01,  0.26353288000000E-02,  0.20290E-01
0.14679871800000E+01,  0.26360901500000E-02,  0.20126E-01
0.14690247800000E+01,  0.26368713000000E-02,  0.19962E-01
0.14700547500000E+01,  0.26376743300000E-02,  0.19799E-01
0.14710769700000E+01,  0.26385013500000E-02,  0.19632E-01
0.14720915600000E+01,  0.26393544400000E-02,  0.19465E-01
0.14730986400000E+01,  0.26402364000000E-02,  0.19295E-01
0.14740980900000E+01,  0.26411500300000E-02,  0.19125E-01
0.14750899100000E+01,  0.26420990500000E-02,  0.18952E-01
0.14760744600000E+01,  0.26430869500000E-02,  0.18779E-01
0.14770515000000E+01,  0.26441181500000E-02,  0.18603E-01
0.14780211400000E+01,  0.26451977900000E-02,  0.18422E-01
0.14789835200000E+01,  0.26463316800000E-02,  0.18240E-01
0.14799386300000E+01,  0.26475265600000E-02,  0.18052E-01
0.14808864600000E+01,  0.26487906000000E-02,  0.17864E-01
0.14818271400000E+01,  0.26501338000000E-02,  0.17668E-01
0.14827606700000E+01,  0.26515673400000E-02,  0.17471E-01
0.14836870400000E+01,  0.26531051800000E-02,  0.17265E-01
0.14846063900000E+01,  0.26547620100000E-02,  0.17054E-01
0.14855188100000E+01,  0.26565531700000E-02,  0.16833E-01
0.14864242100000E+01,  0.26584933500000E-02,  0.16607E-01
0.14873226900000E+01,  0.26606018700000E-02,  0.16368E-01
0.14882143700000E+01,  0.26629157400000E-02,  0.16118E-01
0.14890991400000E+01,  0.26655185500000E-02,  0.15853E-01
0.14899771200000E+01,  0.26685814400000E-02,  0.15573E-01
0.14908484200000E+01,  0.26723863600000E-02,  0.15275E-01
0.14917129300000E+01,  0.26772758000000E-02,  0.14965E-01
0.14925708800000E+01,  0.26834209000000E-02,  0.14631E-01
0.14934221500000E+01,  0.26902949900000E-02,  0.14261E-01
0.14942669900000E+01,  0.26957490500000E-02,  0.13817E-01
0.14951051500000E+01,  0.26948051500000E-02,  0.13233E-01
0.14959368700000E+01,  0.26783640500000E-02,  0.12422E-01
0.14967622800000E+01,  0.26329560200000E-02,  0.11364E-01
0.14975811200000E+01,  0.25405848900000E-02,  0.10157E-01
0.14983937700000E+01,  0.23795689900000E-02,  0.92098E-02
0.14991999900000E+01,  0.39185602200000E-02,  0.83097E-02
0.15000000000000E+01,  0.27700248200000E-02,  0.96091E-02
